"workerid","occludeFace","occludeWheel","faceID","faceValence","faceArousal","facePath","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","EV","PE","absPE","happy","sad","anger","surprise","disgust","fear","content","disapp"
440,0,0,29,-3,4,"face_-3_4_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.379,70.2,-20.2,20.2,2,3,6,2,5,6,1,3
430,0,0,32,0,4,"face_0_4_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.166,60.5,-10.5,10.5,6,3,1,8,1,1,6,1
261,0,0,32,0,4,"face_0_4_1",16,25,60,100,0.45,0.37,0.18,25,0.45,0.718,51.45,-26.45,26.45,6,1,1,3,1,1,2,1
281,0,0,1,-3,0,"face_-3_0_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.251,60.5,-10.5,10.5,1,5,5,1,3,1,1,7
346,0,0,7,3,0,"face_3_0_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.579,60.9,29.1,29.1,9,1,1,7,1,2,8,1
65,0,0,35,3,4,"face_3_4_1",16,25,60,100,0.45,0.37,0.18,25,0.45,0.254,51.45,-26.45,26.45,8,2,2,6,2,2,7,2
294,0,0,29,-3,4,"face_-3_4_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.881,47.85,32.15,32.15,3,3,1,6,1,1,4,2
382,0,0,35,3,4,"face_3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.518,60.9,29.1,29.1,9,1,1,5,1,1,8,1
205,0,0,1,-3,0,"face_-3_0_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.009,47.85,32.15,32.15,6,3,3,1,3,1,7,5
185,0,0,32,0,4,"face_0_4_1",16,25,60,100,0.45,0.37,0.18,25,0.45,0.109,51.45,-26.45,26.45,5,1,1,9,1,1,9,1
168,0,0,1,-3,0,"face_-3_0_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.034,70.2,-20.2,20.2,4,6,5,5,5,5,3,3
219,0,0,32,0,4,"face_0_4_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.854,60.5,-10.5,10.5,6,1,1,5,1,1,4,1
337,0,0,32,0,4,"face_0_4_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.323,47.85,32.15,32.15,8,1,1,9,1,1,5,2
403,0,0,1,-3,0,"face_-3_0_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.353,41.5,28.5,28.5,3,2,1,1,1,1,3,3
252,0,0,32,0,4,"face_0_4_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.665,47.85,32.15,32.15,9,1,1,8,1,1,7,1
465,0,0,7,3,0,"face_3_0_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.554,41.5,28.5,28.5,6,1,1,2,1,1,9,1
302,0,0,7,3,0,"face_3_0_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.811,41.5,28.5,28.5,9,1,1,5,1,1,1,1
234,0,0,35,3,4,"face_3_4_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.079,70.2,-20.2,20.2,8,1,1,4,1,1,8,1
79,0,0,29,-3,4,"face_-3_4_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.731,47.85,32.15,32.15,6,3,1,9,1,1,1,1
391,0,0,7,3,0,"face_3_0_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.433,70.2,-20.2,20.2,4,3,3,1,1,1,3,2
82,0,0,7,3,0,"face_3_0_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.403,70.2,-20.2,20.2,3,1,1,1,1,1,6,3
327,0,0,4,0,0,"face_0_0_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.843,60.5,-10.5,10.5,5,5,5,5,5,5,5,5
461,0,0,32,0,4,"face_0_4_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.327,68.95,1.05,1.05,5,5,2,6,2,2,4,3
215,0,0,7,3,0,"face_3_0_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.834,60.5,-10.5,10.5,7,2,1,5,2,1,6,3
395,0,0,29,-3,4,"face_-3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.71,60.9,29.1,29.1,3,4,8,5,6,1,4,6
336,0,0,35,3,4,"face_3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.153,60.9,29.1,29.1,9,1,1,9,1,1,9,1
416,0,0,32,0,4,"face_0_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.19,60.9,29.1,29.1,3,1,1,7,2,1,2,6
51,0,0,7,3,0,"face_3_0_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.315,41.5,28.5,28.5,7,1,1,7,1,1,8,1
194,0,0,1,-3,0,"face_-3_0_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.598,60.9,29.1,29.1,4,1,1,1,1,1,4,1
220,0,0,4,0,0,"face_0_0_1",16,25,60,100,0.45,0.37,0.18,25,0.45,0.838,51.45,-26.45,26.45,1,1,5,1,1,1,3,2
14,0,0,35,3,4,"face_3_4_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.524,41.5,28.5,28.5,9,1,1,8,1,1,8,1
268,0,0,36,4,4,"aface_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.038,60.5,-10.5,10.5,6,2,2,4,2,1,5,4
96,0,0,9,-2,1,"face_-2_1_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.235,57.9,2.1,2.1,6,2,2,6,2,2,6,2
369,0,0,38,4,6,"aface_3",41,0,40,95,0.27,0.4,0.33,40,0.4,0.37,47.35,-7.35,7.35,6,1,1,7,1,1,6,3
5,0,0,39,4,7,"aface_4",16,25,60,100,0.45,0.37,0.18,25,0.45,0.416,51.45,-26.45,26.45,4,5,3,3,2,1,3,9
442,0,0,17,-1,2,"face_-1_2_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.909,57.9,2.1,2.1,5,2,1,4,1,1,1,2
383,0,0,39,4,7,"aface_4",49,50,75,90,0.3,0.52,0.18,50,0.3,0.376,70.2,-20.2,20.2,4,1,1,1,1,1,2,1
250,0,0,39,4,7,"aface_4",16,25,60,100,0.45,0.37,0.18,25,0.45,0.972,51.45,-26.45,26.45,6,1,2,1,1,1,5,2
166,0,0,36,4,4,"aface_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.562,41.5,28.5,28.5,6,2,1,5,1,2,2,1
97,0,0,37,4,5,"aface_2",49,50,75,90,0.3,0.52,0.18,50,0.3,0.436,70.2,-20.2,20.2,5,5,3,1,1,2,4,5
229,0,0,38,4,6,"aface_3",16,25,60,100,0.45,0.37,0.18,25,0.45,0.081,51.45,-26.45,26.45,7,3,2,2,2,1,6,6
232,0,0,38,4,6,"aface_3",12,20,45,70,0.4,0.34,0.26,70,0.26,0.084,41.5,28.5,28.5,6,1,1,8,1,1,9,1
95,0,0,36,4,4,"aface_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.639,57.9,2.1,2.1,6,6,3,3,6,1,4,7
329,0,0,17,-1,2,"face_-1_2_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.487,60.5,-10.5,10.5,5,1,1,3,2,1,2,4
432,0,0,19,1,2,"face_1_2_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.254,68.95,1.05,1.05,4,3,2,4,1,1,4,7
424,0,0,37,4,5,"aface_2",41,0,40,95,0.27,0.4,0.33,40,0.4,0.343,47.35,-7.35,7.35,5,4,1,1,1,1,2,5
368,0,0,13,2,1,"face_2_1_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.19,60.5,-10.5,10.5,5,3,3,4,3,3,7,4
297,0,0,19,1,2,"face_1_2_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.523,57.9,2.1,2.1,6,1,1,8,1,1,7,3
238,0,0,39,4,7,"aface_4",14,30,50,95,0.33,0.29,0.38,50,0.29,0.133,60.5,-10.5,10.5,7,3,3,5,3,3,7,5
61,0,0,38,4,6,"aface_3",12,20,45,70,0.4,0.34,0.26,70,0.26,0.716,41.5,28.5,28.5,5,2,1,5,1,1,5,3
405,0,0,37,4,5,"aface_2",9,15,70,80,0.45,0.29,0.26,80,0.26,0.01,47.85,32.15,32.15,7,1,1,8,1,1,6,1
257,0,0,13,2,1,"face_2_1_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.296,47.85,32.15,32.15,6,1,1,4,1,1,7,1
34,0,0,9,-2,1,"face_-2_1_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.75,70.2,-20.2,20.2,2,3,1,1,1,9,2,2
255,0,0,36,4,4,"aface_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.445,70.2,-20.2,20.2,7,6,4,7,3,3,6,7
462,0,0,38,4,6,"aface_3",12,20,45,70,0.4,0.34,0.26,70,0.26,0.157,41.5,28.5,28.5,7,2,1,5,1,2,7,1
17,0,0,37,4,5,"aface_2",14,30,50,95,0.33,0.29,0.38,50,0.29,0.319,60.5,-10.5,10.5,7,1,1,1,1,1,6,1
265,0,0,23,-2,3,"face_-2_3_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.184,41.5,28.5,28.5,2,6,6,2,3,1,2,7
445,0,0,19,1,2,"face_1_2_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.427,47.35,-7.35,7.35,6,2,2,6,1,1,5,2
333,0,0,23,-2,3,"face_-2_3_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.211,41.5,28.5,28.5,3,2,1,8,1,2,8,2
273,0,0,38,4,6,"aface_3",47,55,70,85,0.28,0.51,0.21,70,0.51,0.951,68.95,1.05,1.05,4,1,1,2,1,1,6,2
326,0,0,37,4,5,"aface_2",49,50,75,90,0.3,0.52,0.18,50,0.3,0.025,70.2,-20.2,20.2,3,5,6,7,6,4,3,7
170,0,0,39,4,7,"aface_4",47,55,70,85,0.28,0.51,0.21,70,0.51,0.633,68.95,1.05,1.05,4,3,3,2,4,2,2,6
76,0,0,9,-2,1,"face_-2_1_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.804,57.9,2.1,2.1,6,6,2,4,3,1,4,8
285,0,0,17,-1,2,"face_-1_2_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.02,60.9,29.1,29.1,6,4,3,3,2,1,1,2
345,0,0,37,4,5,"aface_2",41,0,40,95,0.27,0.4,0.33,40,0.4,0.285,47.35,-7.35,7.35,6,5,3,1,1,1,4,3
360,0,0,27,2,3,"face_2_3_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.951,60.5,-10.5,10.5,3,5,4,6,4,4,2,3
413,0,0,39,4,7,"aface_4",9,15,70,80,0.45,0.29,0.26,80,0.26,0.219,47.85,32.15,32.15,6,1,1,1,1,1,7,1
78,0,0,23,-2,3,"face_-2_3_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.87,68.95,1.05,1.05,5,2,1,4,1,1,5,2
401,0,0,36,4,4,"aface_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.452,60.9,29.1,29.1,8,1,1,7,1,1,7,1
325,0,0,37,4,5,"aface_2",12,20,45,70,0.4,0.34,0.26,70,0.26,0.717,41.5,28.5,28.5,9,1,1,8,1,1,9,1
301,0,0,37,4,5,"aface_2",47,55,70,85,0.28,0.51,0.21,70,0.51,0.246,68.95,1.05,1.05,8,1,1,6,1,1,7,2
387,0,0,40,4,8,"aface_5",47,55,70,85,0.28,0.51,0.21,70,0.51,0.833,68.95,1.05,1.05,6,5,1,7,1,1,4,1
266,0,0,41,4,9,"aface_6",41,0,40,95,0.27,0.4,0.33,40,0.4,0.98,47.35,-7.35,7.35,7,2,2,2,2,2,8,2
451,0,0,40,4,8,"aface_5",14,30,50,95,0.33,0.29,0.38,50,0.29,0.73,60.5,-10.5,10.5,8,1,1,7,1,1,9,3
226,0,0,9,-2,1,"face_-2_1_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.637,47.85,32.15,32.15,7,1,1,5,1,1,7,1
307,0,0,13,2,1,"face_2_1_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.492,70.2,-20.2,20.2,6,5,3,4,2,1,8,6
272,0,0,38,4,6,"aface_3",14,30,50,95,0.33,0.29,0.38,50,0.29,0.388,60.5,-10.5,10.5,7,2,2,6,2,4,6,2
324,0,0,37,4,5,"aface_2",41,0,40,95,0.27,0.4,0.33,40,0.4,0.915,47.35,-7.35,7.35,7,2,1,7,2,2,6,5
48,0,0,36,4,4,"aface_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.84,68.95,1.05,1.05,7,2,1,7,3,1,7,3
321,0,0,39,4,7,"aface_4",32,45,60,90,0.52,0.29,0.19,60,0.29,0.059,57.9,2.1,2.1,8,1,1,1,2,2,8,1
396,0,0,36,4,4,"aface_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.603,41.5,28.5,28.5,7,2,2,5,1,1,4,1
52,0,0,40,4,8,"aface_5",9,15,70,80,0.45,0.29,0.26,80,0.26,0.154,47.85,32.15,32.15,7,1,1,5,1,1,3,1
85,0,0,17,-1,2,"face_-1_2_1",16,25,60,100,0.45,0.37,0.18,25,0.45,0.96,51.45,-26.45,26.45,2,4,4,6,4,3,6,6
91,0,0,40,4,8,"aface_5",41,0,40,95,0.27,0.4,0.33,40,0.4,0.033,47.35,-7.35,7.35,7,3,1,5,1,1,7,4
312,0,0,23,-2,3,"face_-2_3_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.439,70.2,-20.2,20.2,5,4,2,2,1,1,5,6
101,0,0,40,4,8,"aface_5",32,45,60,90,0.52,0.29,0.19,60,0.29,0.519,57.9,2.1,2.1,6,1,1,5,1,1,2,4
186,0,0,41,4,9,"aface_6",47,55,70,85,0.28,0.51,0.21,70,0.51,0.252,68.95,1.05,1.05,6,3,3,4,1,1,7,4
136,0,0,36,4,4,"aface_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.961,60.5,-10.5,10.5,9,2,1,1,1,1,9,1
289,0,0,9,-2,1,"face_-2_1_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.053,60.9,29.1,29.1,7,1,1,1,1,1,9,1
305,0,0,19,1,2,"face_1_2_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.777,47.35,-7.35,7.35,8,2,2,7,1,1,6,3
291,0,0,13,2,1,"face_2_1_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.313,60.9,29.1,29.1,7,2,1,2,1,1,1,2
456,0,0,39,4,7,"aface_4",24,20,60,90,0.33,0.2,0.47,90,0.47,0.256,60.9,29.1,29.1,5,2,2,1,1,1,4,3
418,0,0,19,1,2,"face_1_2_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.031,47.85,32.15,32.15,8,1,1,7,1,1,5,1
165,0,0,40,4,8,"aface_5",14,30,50,95,0.33,0.29,0.38,50,0.29,0.213,60.5,-10.5,10.5,7,1,1,3,1,1,1,2
32,0,0,37,4,5,"aface_2",24,20,60,90,0.33,0.2,0.47,90,0.47,0.2,60.9,29.1,29.1,9,1,1,7,1,1,7,1
196,0,0,38,4,6,"aface_3",14,30,50,95,0.33,0.29,0.38,50,0.29,0.833,60.5,-10.5,10.5,4,3,2,3,1,1,3,7
198,0,0,40,4,8,"aface_5",12,20,45,70,0.4,0.34,0.26,70,0.26,0.382,41.5,28.5,28.5,7,1,1,7,1,1,7,1
422,0,0,27,2,3,"face_2_3_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.333,41.5,28.5,28.5,7,1,1,6,1,1,7,1
374,0,0,37,4,5,"aface_2",14,30,50,95,0.33,0.29,0.38,50,0.29,0.31,60.5,-10.5,10.5,7,1,3,1,1,1,6,2
161,0,0,41,4,9,"aface_6",49,50,75,90,0.3,0.52,0.18,50,0.3,0.968,70.2,-20.2,20.2,5,2,1,1,1,1,7,5
455,0,0,13,2,1,"face_2_1_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.574,47.35,-7.35,7.35,7,2,2,5,1,1,8,4
2,0,0,19,1,2,"face_1_2_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.441,60.5,-10.5,10.5,6,1,1,2,1,1,3,1
214,0,0,19,1,2,"face_1_2_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.583,47.85,32.15,32.15,7,1,1,6,1,1,5,1
306,0,0,38,4,6,"aface_3",24,20,60,90,0.33,0.2,0.47,90,0.47,0.845,60.9,29.1,29.1,8,1,1,7,1,1,9,1
37,0,0,23,-2,3,"face_-2_3_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.691,70.2,-20.2,20.2,3,6,6,7,5,1,4,6
7,0,0,37,4,5,"aface_2",47,55,70,85,0.28,0.51,0.21,70,0.51,0.636,68.95,1.05,1.05,9,1,1,1,1,1,9,1
245,0,0,41,4,9,"aface_6",47,55,70,85,0.28,0.51,0.21,70,0.51,0.963,68.95,1.05,1.05,6,4,3,4,3,4,6,5
244,0,0,38,4,6,"aface_3",47,55,70,85,0.28,0.51,0.21,70,0.51,0.157,68.95,1.05,1.05,5,2,3,4,3,2,2,2
64,0,0,17,-1,2,"face_-1_2_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.822,68.95,1.05,1.05,1,1,1,1,1,1,6,1
41,0,0,38,4,6,"aface_3",41,0,40,95,0.27,0.4,0.33,40,0.4,0.18,47.35,-7.35,7.35,6,1,1,5,3,1,5,7
379,0,0,41,4,9,"aface_6",41,0,40,95,0.27,0.4,0.33,40,0.4,0.859,47.35,-7.35,7.35,6,4,1,5,1,2,6,7
179,0,0,36,4,4,"aface_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.65,60.5,-10.5,10.5,7,3,2,7,2,2,6,2
125,0,0,9,-2,1,"face_-2_1_1",16,25,60,100,0.45,0.37,0.18,25,0.45,0.44,51.45,-26.45,26.45,5,4,5,6,4,4,5,4
319,0,0,36,4,4,"aface_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.735,60.5,-10.5,10.5,6,1,1,1,1,1,6,1
30,0,0,23,-2,3,"face_-2_3_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.945,70.2,-20.2,20.2,3,6,5,5,4,3,3,7
227,0,0,17,-1,2,"face_-1_2_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.467,47.85,32.15,32.15,6,1,1,8,1,1,2,1
46,0,0,39,4,7,"aface_4",32,45,60,90,0.52,0.29,0.19,60,0.29,0.324,57.9,2.1,2.1,7,1,1,1,1,1,3,1
187,0,0,40,4,8,"aface_5",12,20,45,70,0.4,0.34,0.26,70,0.26,0.789,41.5,28.5,28.5,9,1,1,9,1,1,1,1
328,0,0,39,4,7,"aface_4",49,50,75,90,0.3,0.52,0.18,50,0.3,0.512,70.2,-20.2,20.2,7,3,1,1,1,1,3,6
160,0,0,23,-2,3,"face_-2_3_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.06,60.5,-10.5,10.5,1,4,1,8,1,1,4,1
262,0,0,19,1,2,"face_1_2_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.869,41.5,28.5,28.5,7,1,1,7,1,1,3,1
323,0,0,36,4,4,"aface_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.273,57.9,2.1,2.1,6,1,1,1,1,1,3,1
217,0,0,37,4,5,"aface_2",32,45,60,90,0.52,0.29,0.19,60,0.29,0.282,57.9,2.1,2.1,9,1,2,6,1,1,5,1
25,0,0,36,4,4,"aface_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.052,57.9,2.1,2.1,6,2,5,5,3,3,3,3
1,0,0,40,4,8,"aface_5",16,25,60,100,0.45,0.37,0.18,25,0.45,0.376,51.45,-26.45,26.45,5,1,1,1,1,1,6,1
443,0,0,19,1,2,"face_1_2_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.979,47.85,32.15,32.15,9,1,1,6,1,1,9,1
126,0,0,39,4,7,"aface_4",24,20,60,90,0.33,0.2,0.47,90,0.47,0.477,60.9,29.1,29.1,7,1,1,1,1,1,7,1
119,0,0,40,4,8,"aface_5",14,30,50,95,0.33,0.29,0.38,50,0.29,0.756,60.5,-10.5,10.5,7,2,2,4,2,2,6,4
212,0,0,9,-2,1,"face_-2_1_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.728,47.35,-7.35,7.35,5,1,2,1,1,2,3,3
343,0,0,36,4,4,"aface_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.179,41.5,28.5,28.5,6,1,1,1,1,1,3,1
118,0,0,17,-1,2,"face_-1_2_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.831,47.35,-7.35,7.35,6,3,3,6,2,1,7,5
93,0,0,38,4,6,"aface_3",47,55,70,85,0.28,0.51,0.21,70,0.51,0.465,68.95,1.05,1.05,7,2,2,7,1,1,7,2
342,0,0,23,-2,3,"face_-2_3_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.081,60.5,-10.5,10.5,5,1,1,5,1,1,1,5
120,0,0,37,4,5,"aface_2",47,55,70,85,0.28,0.51,0.21,70,0.51,0.064,68.95,1.05,1.05,9,1,1,5,1,1,9,1
353,0,0,27,2,3,"face_2_3_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.405,47.35,-7.35,7.35,6,1,1,4,1,1,5,2
349,0,0,37,4,5,"aface_2",47,55,70,85,0.28,0.51,0.21,70,0.51,0.559,68.95,1.05,1.05,5,4,5,4,6,3,5,6
178,0,0,37,4,5,"aface_2",16,25,60,100,0.45,0.37,0.18,25,0.45,0.397,51.45,-26.45,26.45,7,1,1,4,1,2,3,1
316,0,0,40,4,8,"aface_5",16,25,60,100,0.45,0.37,0.18,25,0.45,0.55,51.45,-26.45,26.45,6,2,2,4,3,1,8,2
233,0,0,27,2,3,"face_2_3_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.567,68.95,1.05,1.05,7,2,2,6,1,1,6,5
144,0,0,19,1,2,"face_1_2_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.207,60.5,-10.5,10.5,7,2,1,5,1,1,4,2
459,0,0,38,4,6,"aface_3",14,30,50,95,0.33,0.29,0.38,50,0.29,0.473,60.5,-10.5,10.5,5,2,2,5,2,1,5,1
318,0,0,27,2,3,"face_2_3_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.523,47.85,32.15,32.15,9,1,1,9,1,1,1,1
199,0,0,13,2,1,"face_2_1_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.37,47.85,32.15,32.15,8,1,1,6,1,1,7,1
35,0,0,32,0,4,"face_0_4_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.433,47.35,-7.35,7.35,5,1,1,9,1,1,2,2
340,0,0,29,-3,4,"face_-3_4_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.694,68.95,1.05,1.05,1,1,4,7,9,1,1,8
236,0,0,1,-3,0,"face_-3_0_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.331,26.4,-26.4,26.4,3,3,1,1,1,1,1,7
378,0,0,4,0,0,"face_0_0_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.187,70.2,-20.2,20.2,1,1,1,1,1,1,5,1
317,0,0,7,3,0,"face_3_0_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.485,60.9,29.1,29.1,7,3,1,4,1,1,7,1
247,0,0,1,-3,0,"face_-3_0_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.017,47.85,32.15,32.15,6,2,1,4,1,1,8,1
55,0,0,29,-3,4,"face_-3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.932,60.9,29.1,29.1,5,5,5,5,5,5,5,5
235,0,0,35,3,4,"face_3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.182,60.9,29.1,29.1,7,1,1,3,1,1,6,1
68,0,0,1,-3,0,"face_-3_0_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.847,60.5,-10.5,10.5,4,4,4,3,4,1,2,8
295,0,0,29,-3,4,"face_-3_4_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.355,41.5,28.5,28.5,1,3,8,3,7,1,1,5
225,0,0,29,-3,4,"face_-3_4_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.866,57.9,2.1,2.1,1,8,9,3,9,3,1,9
53,0,0,35,3,4,"face_3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.413,60.9,29.1,29.1,8,1,1,7,1,1,1,1
172,0,0,29,-3,4,"face_-3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.336,60.9,29.1,29.1,1,1,8,5,7,1,1,7
155,0,0,7,3,0,"face_3_0_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.478,57.9,2.1,2.1,7,3,1,6,2,1,6,6
115,0,0,32,0,4,"face_0_4_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.521,41.5,28.5,28.5,8,2,2,8,1,1,5,2
133,0,0,1,-3,0,"face_-3_0_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.661,47.35,-7.35,7.35,4,3,3,1,5,1,6,4
90,0,0,32,0,4,"face_0_4_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.947,68.95,1.05,1.05,5,2,1,6,1,1,4,6
6,0,0,35,3,4,"face_3_4_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.542,41.5,28.5,28.5,9,1,1,6,1,1,1,1
406,0,0,32,0,4,"face_0_4_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.576,47.35,-7.35,7.35,7,1,1,9,1,1,9,1
156,0,0,35,3,4,"face_3_4_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.937,41.5,28.5,28.5,9,1,1,7,1,1,1,1
415,0,0,4,0,0,"face_0_0_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.034,26.4,-26.4,26.4,1,7,3,2,2,1,1,9
59,0,0,4,0,0,"face_0_0_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.232,57.9,2.1,2.1,6,2,2,3,1,1,6,6
190,0,0,4,0,0,"face_0_0_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.066,26.4,-26.4,26.4,3,7,6,6,6,1,1,7
284,0,0,32,0,4,"face_0_4_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.27,47.85,32.15,32.15,8,1,1,8,1,1,3,1
99,0,0,4,0,0,"face_0_0_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.295,70.2,-20.2,20.2,3,4,3,1,1,1,1,8
288,0,0,7,3,0,"face_3_0_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.757,57.9,2.1,2.1,5,1,1,1,1,1,5,1
122,0,0,7,3,0,"face_3_0_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.265,60.5,-10.5,10.5,8,1,1,1,1,1,8,1
121,0,0,32,0,4,"face_0_4_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.436,60.5,-10.5,10.5,7,1,1,7,1,1,7,1
239,0,0,35,3,4,"face_3_4_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.616,26.4,-26.4,26.4,1,9,2,5,5,5,1,9
204,0,0,35,3,4,"face_3_4_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.255,26.4,-26.4,26.4,9,1,1,6,1,1,9,1
175,0,0,32,0,4,"face_0_4_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.518,26.4,-26.4,26.4,1,1,1,2,4,1,1,4
181,0,0,1,-3,0,"face_-3_0_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.407,47.85,32.15,32.15,5,1,1,1,1,1,8,1
150,0,0,7,3,0,"face_3_0_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.334,47.85,32.15,32.15,8,1,1,6,1,1,6,1
